id,name,sse,is_sse,type,sector,language,website,values,mission,description,sse_reasoning,flags,sse_action,is_sse_action,type_action,sector_action,language_action,website_action,values_action,mission_action,description_action,sse_reasoning_action,flags_action
736,The Regional Municipality of Durham,no,False,government,(none),en,https://www.durham.ca,"['Honesty and Integrity', 'Community', 'Environment', 'Diversity']","Our mission is to provide efficient, sustainable, and inclusive services that enhance the well‑being of all Durham residents.","The Regional Municipality of Durham delivers municipal services across Durham Region, including public health, roads, transit, and community development, to improve residents' quality of life.","The Regional Municipality of Durham is a government entity whose governance is set by provincial statutes, not an autonomous nonprofit, cooperative, or union. Consequently it does not meet the Solidarity Economy governance criteria.","['government entity', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
737,TELUS Corporation,no,False,other,technology-digital-infrastructure,bilingual,https://www.telus.com,"['Community', 'Help Others', 'Environment', 'Honesty and Integrity', 'Diversity']","TELUS aims to improve the lives of Canadians through the delivery of essential communications services, innovative health solutions, and by giving back to the communities it serves.","TELUS Corporation is a Canadian national telecommunications company offering wireless, internet, TV, and health solutions, while investing in community programs and sustainability initiatives.","TELUS is a publicly traded for‑profit telecommunications firm with no nonprofit, cooperative, or union governance; its primary purpose is profit generation, so it does not meet SSE criteria.","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
738,NABORS (neighbours allied for better opportunities in residential supports),strong_yes,True,nonprofit,care-health-social-services,en,(none),"['Community', 'Help Others', 'Moral Fulfillment', 'Diversity', 'Group & Team']","Our mission is to empower individuals living in supportive housing by offering advocacy, peer support, and capacity‑building programs that promote independence, dignity and active participation in the… (+15 chars truncated from log)","NABORS is a Toronto‑based nonprofit that advocates for and provides support services to residents of supportive housing, helping them achieve independence and community inclusion.","NABORS is a registered Ontario nonprofit whose mission focuses on people‑centred support for vulnerable residents, clearly prioritising community well‑being over profit and demonstrating a solid social impact orientation.","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
739,Tapestry Community Capital,strong_yes,True,nonprofit,financial-insurance-services,en,https://tapestrycapital.org,"['Community', 'Help Society', 'Environment', 'Diversity', 'Group & Team']","Our mission is to build a resilient, inclusive economy by mobilising capital for community‑led initiatives that create social, environmental and economic value.",Tapestry Community Capital is a Canadian nonprofit that provides patient capital and financing solutions to community‑driven enterprises and social ventures across the country.,"Tapestry Community Capital is a registered nonprofit that mobilises patient capital for community enterprises, stating a clear purpose beyond profit and describing intentional social and environmental impact. Its activities reflect SSE principles of collective purpose, shared resources, and democrat… (+11 chars truncated from log)","['public_language=en', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=public_language', 'language_reason:insufficient_signal']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
740,bellflight.com,no,False,other,manufacturing-production,en,https://www.bellflight.com,"['Honesty and Integrity', 'Competence', 'Community']",To develop high‑performance aviation products that safely meet the evolving needs of operators worldwide.,"Bell Flight designs, manufactures and delivers advanced aviation solutions, including aircraft, rotorcraft and digital products for commercial, defense and civil markets.","Bell Flight is a for‑profit aerospace manufacturer owned by a private corporation. Its governance, profit orientation and lack of nonprofit or cooperative structure do not meet the Solidarity Economy criteria.","['type=other', 'sse_rating=no', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
741,LifeCycles Project Society,strong_yes,True,nonprofit,environment-circular-economy,en,https://lifecyclesproject.org,"['Community', 'Environment', 'Help Society', 'Knowledge', 'Group & Team']","Our mission is to foster a transition to a circular economy by sharing knowledge, supporting collaborative projects, and empowering individuals and organizations to make life‑cycle informed decisions.… (+16 chars truncated from log)","LifeCycles Project Society is a non‑profit based in Victoria, BC that promotes life‑cycle thinking, circular economy practices and sustainable consumption through research, education, and community co… (+28 chars truncated from log)","The Society is a registered nonprofit with a clear purpose beyond profit, describing intentional impact through education and collaborative projects that advance environmental sustainability. Its activities align with social and ecological goals, meeting all must‑haves and several nice‑to‑haves. (vi… (+12 chars truncated from log)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
742,Environmental Defence Canada,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://environmentaldefence.ca,"['Honesty and Integrity', 'Community', 'Environment', 'Help Society']","Our mission is to safeguard human health and the environment by advancing science‑based policies, fostering partnerships and driving solutions that reduce pollution, mitigate climate change and elimin… (+40 chars truncated from log)","Environmental Defence Canada is a charitable organization dedicated to protecting people, wildlife and the planet by advocating for clean water, air quality, climate action and chemical safety. (via=i… (+8 chars truncated from log)","Environmental Defence Canada is a registered charitable nonprofit whose mission focuses on protecting health and the environment, clearly beyond profit. Its impact is described through campaigns on water, air, climate and chemical safety, demonstrating intentional social and environmental outcomes.… (+60 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
743,Maison des Jeunes Pointe Saint-Charles,no,False,government,community-civic-infrastructure,fr,(none),"['Community', 'Help Society', 'Diversity']","Our mission is to support the personal and collective development of youth in Pointe‑Saint‑Charles by providing accessible, inclusive programs that strengthen community ties, promote cultural expressi… (+40 chars truncated from log)","Maison des Jeunes Pointe Saint-Charles is a community centre that provides a safe space and a range of cultural, recreational and educational programs for youth living in the Pointe‑Saint‑Charles neig… (+107 chars truncated from log)","The organization is a municipal youth centre operated by the City of Montreal, making it a government entity, which is excluded from Solidarity Economy eligibility regardless of its program content.","['website via=absent', 'description via=absent', 'mission via=absent', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
744,Songhees Nation,no,False,government,(none),en,https://songheesnation.ca,"['Community', 'Environment', 'Help Society']","To protect our ancestral lands, revitalize Songhees culture, and advance the health, education, and economic prosperity of our people. (flags: mission via=inferred)","The Songhees Nation is a First Nations community located on Vancouver Island near Victoria, BC. It works to preserve and revitalize its cultural heritage, protect the environment, and promote the well… (+82 chars truncated from log)","Songhees Nation is a First Nations band government, classified as a government entity, which disqualifies it from Solidarity Economy eligibility. (flags: governance gate)","['type=government', 'automatic_no', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
745,Trupanion Inc.,no,False,other,financial-insurance-services,en,https://www.trupanion.com,"['Help Others', 'Community', 'Honesty and Integrity']","Our mission is to help pet owners protect their pets by providing simple, hassle‑free insurance that pays veterinarians directly for covered care. (mission via=inferred)","Trupanion provides comprehensive pet health insurance that reimburses veterinarians for eligible expenses, offering direct payment to vets and a simple online claims process. (description via=inferred… (+1 chars truncated from log)","Trupanion is a for‑profit pet insurance company with no nonprofit, cooperative, or union governance, and its mission focuses on commercial insurance services rather than collective care or social impact. Therefore it does not meet SSE criteria. (sse_reasoning via=inferred)","['type=other', 'sse_rating=no', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
